1;1;2025-10-08 09:06;1;nivel_1
2;2;2025-10-08 09:16;1;nivel_1
3;3;2025-10-08 15:00;1;nivel_1
4;1;2025-10-12 13:58;2;nivel_1
5;1;2025-10-12 14:02;3;nivel_1
6;1;2025-10-12 14:03;4;nivel_1
7;1;2025-10-12 15:44;5;nivel_1
8;1;2025-10-12 15:46;6;nivel_1
9;4;2025-10-12 15:48;1;nivel_1
10;5;2025-10-12 16:04;1;nivel_1
11;1;2025-10-12 16:05;7;nivel_1
12;1;2025-10-12 16:06;8;nivel_1
13;1;2025-10-12 16:06;9;nivel_1
14;4;2025-10-12 16:25;2;nivel_1
15;1;2025-10-12 16:37;10;nivel_1
16;4;2025-10-12 16:49;3;nivel_1
17;4;2025-10-12 16:50;4;nivel_1
18;1;2025-10-12 16:51;11;nivel_1
19;6;2025-10-12 16:57;1;nivel_1
20;1;2025-10-12 17:17;12;nivel_1
21;1;2025-10-12 17:18;13;nivel_1
22;1;2025-10-12 17:36;14;nivel_1
23;1;2025-10-12 20:03;15;nivel_1
24;1;2025-10-12 20:04;16;nivel_1
25;1;2025-10-12 20:04;17;nivel_1
26;1;2025-10-12 20:06;18;nivel_1
27;6;2025-10-12 20:14;2;nivel_1
28;1;2025-10-12 20:35;19;nivel_1
29;7;2025-10-12 21:27;1;nivel_1
30;1;2025-10-12 21:41;20;nivel_1
31;1;2025-10-12 21:56;21;nivel_1
32;1;2025-10-12 22:19;22;nivel_1
33;1;2025-10-13 00:33;23;nivel_1
34;8;2025-10-13 00:34;1;nivel_1
35;1;2025-10-13 00:45;24;nivel_1
36;1;2025-10-13 00:46;25;nivel_1
37;1;2025-10-13 01:06;26;nivel_1
38;1;2025-10-13 01:07;27;nivel_1
39;1;2025-10-13 01:07;28;nivel_1
40;1;2025-10-13 12:39;29;nivel_1
41;1;2025-10-13 12:41;30;nivel_1
42;1;2025-10-13 12:41;31;nivel_1
43;1;2025-10-13 15:05;32;nivel_1
44;1;2025-10-13 15:06;33;nivel_1
45;1;2025-10-13 15:07;34;nivel_1
46;1;2025-10-13 15:08;35;nivel_1
47;1;2025-10-13 15:08;36;nivel_1
48;1;2025-10-13 15:09;37;nivel_1
49;1;2025-10-13 15:11;38;nivel_1
50;1;2025-10-13 15:14;39;nivel_1
51;1;2025-10-13 16:52;40;nivel_1
52;1;2025-10-13 16:58;41;nivel_1
53;1;2025-10-13 17:00;42;nivel_1
54;1;2025-10-13 20:27;43;nivel_1
55;1;2025-10-15 00:39;44;nivel_1
56;1;2025-10-15 01:15;45;nivel_1
57;1;2025-10-15 01:56;46;nivel_1
58;1;2025-10-15 01:57;47;nivel_1
59;1;2025-10-15 01:58;48;nivel_1
60;1;2025-10-15 02:16;49;nivel_1
61;1;2025-10-15 02:27;50;nivel_1
62;1;2025-10-15 02:30;51;nivel_1
63;1;2025-10-15 02:37;52;nivel_1
64;1;2025-10-15 02:41;53;nivel_1
65;1;2025-10-15 03:08;54;nivel_1
66;1;2025-10-15 03:09;55;nivel_1
67;1;2025-10-15 03:13;56;nivel_1
68;1;2025-10-15 03:20;57;nivel_1
69;1;2025-10-15 03:26;58;nivel_1
70;1;2025-10-15 03:37;59;nivel_1
71;1;2025-10-15 03:52;60;nivel_1
72;1;2025-10-15 03:54;61;nivel_1
73;1;2025-10-15 03:56;62;nivel_1
74;1;2025-10-15 04:01;63;nivel_1
75;1;2025-10-15 04:02;64;nivel_1
76;1;2025-10-15 04:04;65;nivel_1
77;1;2025-10-15 04:11;66;nivel_1
78;1;2025-10-15 04:16;67;nivel_1
79;1;2025-10-15 14:33;68;nivel_1
80;1;2025-10-15 14:33;69;nivel_1
81;1;2025-10-15 14:36;70;nivel_1
82;1;2025-10-15 14:44;71;nivel_1
83;1;2025-10-15 14:47;72;nivel_1
84;1;2025-10-15 14:50;73;nivel_1
85;1;2025-10-15 14:51;74;nivel_1
86;1;2025-10-15 14:54;75;nivel_1
87;2;2025-10-15 18:42;2;nivel_1
88;2;2025-10-15 18:44;3;nivel_1
89;2;2025-10-15 18:55;4;nivel_1
